Hans,10,Tue Dec 16 16:00:05 CET 2025
SLI0133,0,Tue Dec 16 16:08:54 CET 2025
SLI0133,0,Tue Dec 16 16:18:26 CET 2025
SLI0133,10,Tue Dec 16 16:19:08 CET 2025
sli0133,10,Tue Dec 16 16:25:18 CET 2025
sli0133,0,Tue Dec 16 16:28:53 CET 2025
sli0133,0,Tue Dec 16 16:35:56 CET 2025
sli0133,0,Tue Dec 16 16:36:12 CET 2025
sli0133,0,Tue Dec 16 19:41:34 CET 2025
sli0133,0,Tue Dec 16 19:43:30 CET 2025
Gajdoš,950,Tue Dec 16 19:46:28 CET 2025
